"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease"
"2020-04-26","WA","B",738,,73,,,,508,0,,145,182238,1972,,,,,,14145,14145,351,0,,,,,,,196617,2085,196617,2085,,,,,184766,1778,,0
"2020-04-25","WA","B",665,,6,,,,455,0,,174,180266,3282,,,,,,13794,13794,275,0,,,,,,,194532,3448,194532,3448,,,,,182988,3011,,0
"2020-04-24","WA","C",659,,5,,,,551,0,,164,176984,5826,,,,,,13519,13519,284,0,,,,,,,191084,6176,191084,6176,,,,,179977,5509,,0
"2020-04-23","WA","C",654,,7,,,,544,0,,151,171158,4689,,,,,,13235,13235,268,0,,,,,,,184908,4963,184908,4963,,,,,174468,4338,,0
"2020-04-22","WA","C",647,,7,,,,543,0,,161,166469,4844,,,,,,12967,12967,334,0,,,,,,,179945,5127,179945,5127,,,,,170130,4424,,0
"2020-04-21","WA","C",640,,11,,,,503,0,,161,161625,4521,,,,,,12633,12633,96,0,,,,,,,174818,4791,174818,4791,,,,,165706,4202,,0
"2020-04-20","WA","C",629,,14,,,,403,0,,122,157104,4634,,,,,,12537,12537,176,0,,,,,,,170027,4968,170027,4968,,,,,161504,4388,,0
"2020-04-19","WA","C",615,,17,,,,586,0,,193,152470,1871,,,,,,12361,12361,347,0,,,,,,,165059,1967,165059,1967,,,,,157116,1677,,0
"2020-04-18","WA","C",598,,13,,,,518,0,,155,150599,2393,,,,,,12014,12014,309,0,,,,,,,163092,2568,163092,2568,,,,,155439,2246,,0
"2020-04-17","WA","C",585,,14,,,,622,0,,195,148206,4772,,,,,,11705,11705,329,0,,,,,,,160524,5123,160524,5123,,,,,153193,4452,,0
"2020-04-16","WA","C",571,,20,,,,595,0,,196,143434,4393,,,,,,11376,11376,302,0,,,,,,,155401,4702,155401,4702,,,,,148741,4348,,0
"2020-04-15","WA","C",551,,9,,,,645,0,,194,139041,4170,,,,,,11074,11074,371,0,,,,,,,150699,4498,150699,4498,,,,,144393,4146,,0
"2020-04-14","WA","C",542,,16,,,,387,0,,98,134871,4356,,,,,,10703,10703,90,0,,,,,,,146201,4658,146201,4658,,,,,140247,4309,,0
"2020-04-13","WA","C",526,,17,,,,527,0,,166,130515,4215,,,,,,10613,10613,155,0,,,,,,,141543,4586,141543,4586,,,,,135938,4220,,0
"2020-04-12","WA","C",509,,15,,,,642,0,,191,126300,1392,,,,,,10458,10458,309,0,,,,,,,136957,1481,136957,1481,,,,,131718,1431,,0
"2020-04-11","WA","C",494,,18,,,,649,0,,191,124908,2032,,,,,,10149,10149,363,0,,,,,,,135476,2187,135476,2187,,,,,130287,2076,,0
"2020-04-10","WA","C",476,,17,,,,642,0,,191,122876,4172,,,,,,9786,9786,346,0,,,,,,,133289,4481,133289,4481,,,,,128211,4299,,0
"2020-04-09","WA","A",459,,16,,,,650,0,,191,118704,4128,,,,,,9440,9440,413,0,,,,,,,128808,4491,128808,4491,,,,,123912,4306,,0
"2020-04-08","WA","A",443,,14,,,,655,0,,186,114576,4720,,,,,,9027,9027,395,0,,,,,,,124317,5065,124317,5065,,,,,119606,4804,,0
"2020-04-07","WA","A",429,,22,,,,641,0,,190,109856,5063,,,,,,8632,8632,171,0,,,,,,,119252,5476,119252,5476,,,,,114802,5229,,0
"2020-04-06","WA","A",407,,21,,,,638,0,,191,104793,4989,,,,,,8461,8461,207,0,,,,,,,113776,5383,113776,5383,,,,,109573,5136,,0
"2020-04-05","WA","A",386,,21,,,,581,0,,178,99804,1925,,,,,,8254,8254,416,0,,,,,,,108393,2096,108393,2096,,,,,104437,1952,,0
"2020-04-04","WA","A",365,,27,,,,574,0,,174,97879,2492,,,,,,7838,7838,399,0,,,,,,,106297,2699,106297,2699,,,,,102485,2614,,0
"2020-04-03","WA","A",338,,28,,,,,0,,,95387,4638,,,,,,7439,7439,452,0,,,,,,,103598,5053,103598,5053,,,,,99871,4854,,0
"2020-04-02","WA","A",310,,28,,,,,0,,,90749,4774,,,,,,6987,6987,462,0,,,,,,,98545,5171,98545,5171,,,,,95017,4907,,0
"2020-04-01","WA","A",282,,20,,,,,0,,,85975,4512,,,,,,6525,6525,568,0,,,,,,,93374,4962,93374,4962,,,,,90110,4717,,0
"2020-03-31","WA","A",262,,14,,,,,0,,,81463,4416,,,,,,5957,5957,241,0,,,,,,,88412,4881,88412,4881,,,,,85393,4706,,0
"2020-03-30","WA","A",248,,11,,,,,0,,,77047,4887,,,,,,5716,5716,287,0,,,,,,,83531,5450,83531,5450,,,,,80687,5150,,0
"2020-03-29","WA","A",237,,17,,,,,0,,,72160,1745,,,,,,5429,5429,462,0,,,,,,,78081,1987,78081,1987,,,,,75537,1833,,0
"2020-03-28","WA","A",220,,21,,,,,0,,,70415,2509,,,,,,4967,4967,435,0,,,,,,,76094,2797,76094,2797,,,,,73704,2601,,0
"2020-03-27","WA","A",199,,16,,,,,0,,,67906,4153,,,,,,4532,4532,441,0,,,,,,,73297,4617,73297,4617,,,,,71103,4360,,0
"2020-03-26","WA","A",183,,24,,,,,0,,,63753,4252,,,,,,4091,4091,438,0,,,,,,,68680,4687,68680,4687,,,,,66743,4471,,0
"2020-03-25","WA","A",159,,13,,,,,0,,,59501,4808,,,,,,3653,3653,463,0,,,,,,,63993,5248,63993,5248,,,,,62272,5007,,0
"2020-03-24","WA","A",146,,9,,,,,0,,,54693,5062,,,,,,3190,3190,192,0,,,,,,,58745,5500,58745,5500,,,,,57265,5227,,0
"2020-03-23","WA","A",137,,11,,,,,0,,,49631,5044,,,,,,2998,2998,197,0,,,,,,,53245,5507,53245,5507,,,,,52038,5303,,0
"2020-03-22","WA",,126,,15,,,,,0,,,44587,1846,,,,,,2801,2801,304,0,,,,,,,47738,2032,47738,2032,,,,,46735,1888,,0
"2020-03-21","WA",,111,,7,,,,,0,,,42741,2236,,,,,,2497,2497,334,0,,,,,,,45706,2430,45706,2430,,,,,44847,2342,,0
"2020-03-20","WA",,104,,12,,,,,0,,,40505,3817,,,,,,2163,2163,290,0,,,,,,,43276,4120,43276,4120,,,,,42505,4061,,0
"2020-03-19","WA",,92,,10,,,,,0,,,36688,4127,,,,,,1873,1873,268,0,,,,,,,39156,4460,39156,4460,,,,,38444,4550,,0
"2020-03-18","WA",,82,,4,,,,,0,,,32561,4537,,,,,,1605,1605,300,0,,,,,,,34696,4826,34696,4826,,,,,33894,4740,,0
"2020-03-17","WA",,78,,9,,,,,0,,,28024,4551,,,,,,1305,1305,108,0,,,,,,,29870,4815,29870,4815,,,,,29154,4638,,0
"2020-03-16","WA",,69,,12,,,,,0,,,23473,4696,,,,,,1197,1197,156,0,,,,,,,25055,4996,25055,4996,,,,,24516,4895,,0
"2020-03-15","WA",,57,,6,,,,,0,,,18777,1635,,,,,,1041,1041,214,0,,,,,,,20059,1743,20059,1743,,,,,19621,1689,,0
"2020-03-14","WA",,51,,4,,,,,0,,,17142,2220,,,,,,827,827,179,0,,,,,,,18316,2376,18316,2376,,,,,17932,2329,,0
"2020-03-13","WA",,47,,3,,,,,0,,,14922,4109,,,,,,648,648,133,0,,,,,,,15940,4326,15940,4326,,,,,15603,4234,,0
"2020-03-12","WA",,44,,4,,,,,0,,,10813,3630,,,,,,515,515,110,0,,,,,,,11614,3809,11614,3809,,,,,11369,3764,,0
"2020-03-11","WA",,40,,3,,,,,0,,,7183,2185,,,,,,405,405,62,0,,,,,,,7805,2319,7805,2319,,,,,7605,2267,,0
"2020-03-10","WA",,37,,2,,,,,0,,,4998,1703,,,,,,343,343,61,0,,,,,,,5486,1813,5486,1813,,,,,5338,1784,,0
"2020-03-09","WA",,35,,4,,,,,0,,,3295,980,,,,,,282,282,38,0,,,,,,,3673,1041,3673,1041,,,,,3554,1024,,0
"2020-03-08","WA",,31,,4,,,,,0,,,2315,479,,,,,,244,244,38,0,,,,,,,2632,540,2632,540,,,,,2530,523,,0
"2020-03-07","WA",,27,,1,,,,,0,,,1836,387,,,,,,206,206,51,0,,,,,,,2092,425,2092,425,,,,,2007,403,,0
"2020-03-06","WA",,26,,6,,,,,0,,,1449,472,,,,,,155,155,38,0,,,,,,,1667,511,1667,511,,,,,1604,476,,0
"2020-03-05","WA",,20,,4,,,,,0,,,977,323,,,,,,117,117,24,0,,,,,,,1156,374,1156,374,,,,,1128,360,,0
"2020-03-04","WA",,16,,2,,,,,0,,,654,213,,,,,,93,93,34,0,,,,,,,782,251,782,251,,,,,768,245,,0
"2020-03-03","WA",,14,,3,,,,,0,,,441,201,,,,,,59,59,16,0,,,,,,,531,226,531,226,,,,,523,225,,0
"2020-03-02","WA",,11,,3,,,,,0,,,240,157,,,,,,43,43,17,0,,,,,,,305,188,305,188,,,,,298,184,,0
"2020-03-01","WA",,8,,3,,,,,0,,,83,59,,,,,,26,26,8,0,,,,,,,117,75,117,75,,,,,114,73,,0
"2020-02-29","WA",,5,,1,,,,,0,,,24,24,,,,,,18,18,3,0,,,,,,,42,42,42,42,,,,,41,41,,0
"2020-02-28","WA",,4,,2,,,,,0,,,0,0,,,,,,15,15,2,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-27","WA",,2,,0,,,,,0,,,0,0,,,,,,13,13,1,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-26","WA",,2,,2,,,,,0,,,0,0,,,,,,12,12,2,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-25","WA",,,,0,,,,,0,,,0,0,,,,,,10,10,1,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-24","WA",,,,0,,,,,0,,,0,0,,,,,,9,9,1,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-23","WA",,,,0,,,,,0,,,0,0,,,,,,8,8,1,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-22","WA",,,,0,,,,,0,,,0,0,,,,,,7,7,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-21","WA",,,,0,,,,,0,,,0,0,,,,,,7,7,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-20","WA",,,,0,,,,,0,,,0,0,,,,,,7,7,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-19","WA",,,,0,,,,,0,,,0,0,,,,,,7,7,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-18","WA",,,,0,,,,,0,,,0,0,,,,,,7,7,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-17","WA",,,,0,,,,,0,,,0,0,,,,,,7,7,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-16","WA",,,,0,,,,,0,,,0,0,,,,,,7,7,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-15","WA",,,,0,,,,,0,,,0,0,,,,,,7,7,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-14","WA",,,,0,,,,,0,,,0,0,,,,,,7,7,1,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-13","WA",,,,0,,,,,0,,,0,0,,,,,,6,6,1,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-12","WA",,,,0,,,,,0,,,0,0,,,,,,5,5,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-11","WA",,,,0,,,,,0,,,0,0,,,,,,5,5,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-10","WA",,,,0,,,,,0,,,0,0,,,,,,5,5,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-09","WA",,,,0,,,,,0,,,0,0,,,,,,5,5,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-08","WA",,,,0,,,,,0,,,0,0,,,,,,5,5,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-07","WA",,,,0,,,,,0,,,0,0,,,,,,5,5,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-06","WA",,,,0,,,,,0,,,0,0,,,,,,5,5,2,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-05","WA",,,,0,,,,,0,,,0,0,,,,,,3,3,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-04","WA",,,,0,,,,,0,,,0,0,,,,,,3,3,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-03","WA",,,,0,,,,,0,,,0,0,,,,,,3,3,1,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-02","WA",,,,0,,,,,0,,,0,0,,,,,,2,2,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-02-01","WA",,,,0,,,,,0,,,0,0,,,,,,2,2,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-01-31","WA",,,,0,,,,,0,,,0,0,,,,,,2,2,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-01-30","WA",,,,0,,,,,0,,,0,0,,,,,,2,2,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-01-29","WA",,,,0,,,,,0,,,0,0,,,,,,2,2,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-01-28","WA",,,,0,,,,,0,,,0,0,,,,,,2,2,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-01-27","WA",,,,0,,,,,0,,,0,0,,,,,,2,2,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-01-26","WA",,,,0,,,,,0,,,0,0,,,,,,2,2,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-01-25","WA",,,,0,,,,,0,,,0,0,,,,,,2,2,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-01-24","WA",,,,0,,,,,0,,,0,0,,,,,,2,2,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-01-23","WA",,,,0,,,,,0,,,0,0,,,,,,2,2,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-01-22","WA",,,,0,,,,,0,,,0,0,,,,,,2,2,0,0,,,,,,,0,0,0,0,,,,,,0,,0
"2020-01-21","WA",,,,0,,,,,0,,,,0,,,,,,2,2,1,0,,,,,,,,0,,0,,,,,,0,,0
"2020-01-20","WA",,,,0,,,,,0,,,,0,,,,,,1,1,0,0,,,,,,,,0,,0,,,,,,0,,0
"2020-01-19","WA",,,,0,,,,,0,,,,0,,,,,,1,1,1,0,,,,,,,,0,,0,,,,,,0,,0
"2020-01-18","WA",,,,0,,,,,0,,,,0,,,,,,0,0,0,0,,,,,,,,0,,0,,,,,,0,,0
"2020-01-17","WA",,,,0,,,,,0,,,,0,,,,,,0,0,0,0,,,,,,,,0,,0,,,,,,0,,0
"2020-01-16","WA",,,,0,,,,,0,,,,0,,,,,,0,0,0,0,,,,,,,,0,,0,,,,,,0,,0
"2020-01-15","WA",,,,0,,,,,0,,,,0,,,,,,0,0,0,0,,,,,,,,0,,0,,,,,,0,,0
"2020-01-14","WA",,,,0,,,,,0,,,,0,,,,,,0,0,0,0,,,,,,,,0,,0,,,,,,0,,0
"2020-01-13","WA",,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,,,,0,,0,,,,,,0,,0
